date,original_body_fat_pct,original_fat_mass,calibrated_fat_mass,calibrated_body_fat_pct,weight
2024-03-28T06:08:19,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-03-27T06:33:12,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-03-27T06:32:58,16.4,29.9792,35.39565390485036,19.363049182084442,182.8
2024-03-26T05:26:47,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-03-25T05:33:10,16.3,29.829,35.07175369915731,19.164892731779954,183.0
2024-03-24T06:40:34,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-03-23T04:13:53,16.4,30.143199999999997,35.74931325061374,19.45011602318484,183.8
2024-03-23T04:09:00,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-03-22T06:24:19,16.2,29.4192,34.18803662663392,18.82601135827859,181.6
2024-03-21T05:32:33,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-03-19T05:33:40,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-03-18T05:42:20,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-03-14T06:28:10,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-03-13T06:17:36,16.4,30.143199999999997,35.74931325061374,19.45011602318484,183.8
2024-03-13T06:17:35,16.4,30.143199999999997,35.74931325061374,19.45011602318484,183.8
2024-03-12T06:36:26,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
2024-03-11T06:14:56,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-03-10T07:35:24,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-03-09T05:39:48,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-03-08T06:13:16,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-03-07T06:09:11,16.7,31.095399999999994,37.80269391546676,20.30219866566421,186.2
2024-03-06T06:16:30,16.7,31.095399999999994,37.80269391546676,20.30219866566421,186.2
2024-03-05T06:14:02,16.8,31.416,38.49405480724569,20.58505604665545,187.0
2024-03-04T06:35:12,16.9,31.7382,39.18886603410522,20.86734080623281,187.8
2024-03-04T06:35:11,16.9,31.7382,39.18886603410522,20.86734080623281,187.8
2024-03-03T06:19:28,16.6,30.8096,37.186377811691315,20.035763907161268,185.6
2024-03-02T07:06:54,16.6,30.8096,37.186377811691315,20.035763907161268,185.6
2024-03-01T07:19:59,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-03-01T07:19:49,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-02-29T05:59:12,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-02-28T06:04:26,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-02-27T05:12:53,16.4,30.044799999999995,35.53711764315571,19.39798997988849,183.2
2024-02-26T05:17:11,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-02-23T05:26:59,16.5,30.393,36.2879968150753,19.7003240038411,184.2
2024-02-22T05:32:55,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-02-21T05:52:39,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-02-20T05:26:19,16.5,30.327,36.1456704929998,19.6657619657235,183.8
2024-02-01T05:26:25,16.5,30.327,36.1456704929998,19.6657619657235,183.8
2024-01-31T05:05:25,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-01-29T05:21:54,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-01-28T06:45:40,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-01-27T06:16:12,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-01-26T07:34:30,15.9,28.461000000000002,32.12171720522857,17.945093410742217,179.0
2024-01-26T06:26:51,15.8,28.218799999999998,31.59942273239995,17.692845874804007,178.6
2024-01-26T06:05:16,15.9,28.4928,32.19029261495586,17.963332932453046,179.2
2024-01-25T05:36:33,16.1,29.108800000000002,33.51867162099395,18.53908828594798,180.8
2024-01-25T05:18:48,16.1,29.173199999999998,33.65754760798883,18.574805523172646,181.2
2024-01-24T05:52:30,16.2,29.484,34.327775197398964,18.861414943625803,182.0
2024-01-23T05:57:59,16.4,30.011999999999997,35.46638577400303,19.380538674318597,183.0
2024-01-22T06:38:44,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-01-21T07:05:17,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-01-20T06:35:54,16.0,28.864,32.99077035365933,18.28756671488876,180.4
2024-01-19T07:22:35,15.9,28.461000000000002,32.12171720522857,17.945093410742217,179.0
2024-01-18T05:00:13,15.9,28.5882,32.39601884413773,18.01780803344701,179.8
2024-01-17T04:45:23,15.9,28.5882,32.39601884413773,18.01780803344701,179.8
2024-01-16T07:15:43,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-01-14T07:37:36,15.9,28.524600000000003,32.25886802468315,17.981531786333978,179.4
2024-01-13T05:15:25,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-01-11T05:26:30,16.1,29.173199999999998,33.65754760798883,18.574805523172646,181.2
2024-01-10T10:40:59,15.8,28.1872,31.531278614557742,17.67448352833954,178.4
2024-01-09T08:10:23,15.9,28.4928,32.19029261495586,17.963332932453046,179.2
2024-01-07T06:36:19,15.8,28.1872,31.531278614557742,17.67448352833954,178.4
2023-12-22T06:34:06,15.4,27.0732,29.128982814677173,16.569387266596795,175.8
